time_s,true_azimuth_deg,gimbal_azimuth_deg,pointing_error_deg,motor_current_A,temperature_C,battery_V
12.57,-30.527,-35.867,5.339,0.48,-14.52,12.388
12.62,-30.137,-35.804,5.667,0.242,-14.52,12.388
12.67,-29.73,-35.739,6.008,0.21,-14.52,12.388
12.72,-29.311,-35.617,6.307,0.373,-14.52,12.388
12.77,-28.881,-35.408,6.527,0.511,-14.52,12.388
12.82,-28.443,-35.132,6.689,0.503,-14.52,12.388
12.87,-28.0,-34.917,6.917,0.161,-14.52,12.387
12.92,-27.555,-34.639,7.084,0.499,-14.52,12.387
12.97,-27.11,-34.404,7.294,0.217,-14.52,12.387
13.02,-26.668,-34.148,7.48,0.38,-14.52,12.387
13.07,-26.231,-33.951,7.72,0.15,-14.52,12.387
13.12,-25.803,-33.558,7.755,0.887,-14.52,12.387
13.17,-25.385,-33.118,7.733,0.571,-14.52,12.387
13.22,-24.979,-32.771,7.791,0.173,-14.52,12.387
13.27,-24.589,-32.303,7.714,0.759,-14.51,12.387
13.32,-24.216,-31.865,7.649,0.385,-14.51,12.387
13.37,-23.861,-31.353,7.491,0.68,-14.51,12.387
13.42,-23.528,-30.842,7.314,0.502,-14.51,12.387
13.47,-23.217,-30.359,7.142,0.415,-14.51,12.386
13.52,-22.931,-29.871,6.941,0.499,-14.51,12.386
13.57,-22.669,-29.321,6.652,0.676,-14.51,12.386
13.62,-22.435,-28.735,6.3,0.639,-14.51,12.386
13.67,-22.228,-28.283,6.055,0.159,-14.51,12.386
13.72,-22.05,-27.843,5.793,0.424,-14.51,12.386
13.77,-21.901,-27.456,5.555,0.286,-14.51,12.386
13.82,-21.782,-27.109,5.327,0.29,-14.51,12.386
13.87,-21.693,-26.771,5.078,0.354,-14.51,12.386
13.92,-21.634,-26.388,4.754,0.512,-14.51,12.386
13.97,-21.605,-26.083,4.478,0.17,-14.51,12.386
14.02,-21.607,-25.835,4.228,0.177,-14.51,12.386
14.07,-21.637,-25.678,4.041,0.271,-14.51,12.385
14.12,-21.696,-25.414,3.718,0.575,-14.51,12.385
14.17,-21.784,-25.202,3.419,0.161,-14.51,12.385
14.22,-21.898,-24.987,3.089,0.294,-14.51,12.385
14.27,-22.038,-24.805,2.768,0.181,-14.51,12.385
14.32,-22.202,-24.736,2.534,0.381,-14.5,12.385
14.37,-22.389,-24.638,2.249,0.27,-14.5,12.385
14.42,-22.597,-24.585,1.988,0.239,-14.5,12.385
14.47,-22.825,-24.429,1.604,0.486,-14.5,12.385
14.52,-23.07,-24.41,1.34,0.479,-14.5,12.385
14.57,-23.331,-24.463,1.132,0.375,-14.5,12.385
14.62,-23.605,-24.467,0.862,0.242,-14.5,12.385
14.67,-23.89,-24.589,0.699,0.532,-14.5,12.384
14.72,-24.184,-24.727,0.544,0.305,-14.5,12.384
14.77,-24.483,-24.792,0.309,0.258,-14.5,12.384
14.82,-24.787,-24.901,0.114,0.351,-14.5,12.384
14.87,-25.091,-25.095,0.004,0.51,-14.5,12.384
14.92,-25.394,-25.255,-0.139,0.202,-14.5,12.384
14.97,-25.692,-25.333,-0.359,0.266,-14.5,12.384
15.03,-25.984,-25.443,-0.541,0.323,-14.5,12.384
15.08,-26.265,-25.445,-0.821,0.381,-14.5,12.384
15.13,-26.535,-25.529,-1.006,0.425,-14.5,12.384
15.18,-26.79,-25.733,-1.056,0.599,-14.5,12.384
15.23,-27.027,-25.961,-1.066,0.385,-14.5,12.384
15.28,-27.244,-26.062,-1.182,0.352,-14.5,12.383
15.33,-27.439,-26.211,-1.228,0.387,-14.5,12.383
15.38,-27.609,-26.475,-1.133,0.631,-14.5,12.383
15.43,-27.751,-26.642,-1.109,0.243,-14.5,12.383
15.48,-27.864,-26.917,-0.947,0.622,-14.5,12.383
15.53,-27.945,-27.128,-0.817,0.17,-14.5,12.383
15.58,-27.993,-27.366,-0.627,0.4,-14.5,12.383
15.63,-28.006,-27.649,-0.357,0.477,-14.5,12.383
15.68,-27.981,-27.855,-0.126,0.165,-14.5,12.383
15.73,-27.917,-28.009,0.092,0.158,-14.5,12.383
15.78,-27.814,-28.142,0.328,0.214,-14.5,12.383
15.83,-27.669,-28.177,0.508,0.334,-14.5,12.383
15.88,-27.482,-28.257,0.775,0.333,-14.5,12.383
15.93,-27.251,-28.368,1.116,0.321,-14.5,12.382
15.98,-26.977,-28.396,1.42,0.302,-14.5,12.382
16.03,-26.658,-28.355,1.697,0.325,-14.5,12.382
16.08,-26.294,-28.359,2.065,0.281,-14.5,12.382
16.13,-25.885,-28.314,2.428,0.279,-14.5,12.382
16.18,-25.432,-28.405,2.972,0.553,-14.5,12.382
16.23,-24.934,-28.29,3.356,0.694,-14.5,12.382
16.28,-24.392,-28.169,3.777,0.235,-14.5,12.382
16.33,-23.807,-28.051,4.244,0.206,-14.5,12.382
16.38,-23.179,-27.785,4.606,0.668,-14.5,12.382
16.43,-22.509,-27.524,5.014,0.306,-14.5,12.382
16.48,-21.8,-27.221,5.421,0.443,-14.5,12.382
16.53,-21.051,-26.899,5.848,0.406,-14.5,12.381
16.58,-20.265,-26.474,6.21,0.673,-14.5,12.381
16.63,-19.443,-26.036,6.593,0.476,-14.5,12.381
16.68,-18.588,-25.543,6.955,0.612,-14.5,12.381
16.73,-17.7,-25.1,7.4,0.326,-14.5,12.381
16.78,-16.784,-24.535,7.751,0.825,-14.5,12.381
16.83,-15.84,-23.921,8.082,0.679,-14.5,12.381
16.88,-14.871,-23.205,8.335,0.882,-14.5,12.381
16.93,-13.879,-22.436,8.556,0.806,-14.5,12.381
16.98,-12.868,-21.688,8.82,0.61,-14.5,12.381
17.03,-11.84,-20.872,9.032,0.876,-14.5,12.38
17.08,-10.798,-20.013,9.216,0.841,-14.5,12.38
17.13,-9.744,-19.162,9.418,0.723,-14.51,12.38
17.18,-8.682,-18.319,9.638,0.711,-14.51,12.38
17.23,-7.614,-17.384,9.771,1.016,-14.51,12.38
17.28,-6.543,-16.539,9.996,0.526,-14.51,12.38
17.33,-5.472,-15.602,10.13,1.016,-14.51,12.38
17.38,-4.404,-14.636,10.232,0.89,-14.51,12.38
17.43,-3.342,-13.607,10.265,1.016,-14.51,12.38
17.48,-2.289,-12.698,10.409,0.501,-14.51,12.379
17.53,-1.247,-11.713,10.466,1.016,-14.51,12.379
17.58,-0.22,-10.671,10.451,1.015,-14.51,12.379
17.63,0.791,-9.652,10.443,0.806,-14.51,12.379
17.68,1.782,-8.583,10.365,1.016,-14.51,12.379
17.73,2.751,-7.589,10.34,0.671,-14.51,12.379
17.78,3.696,-6.539,10.235,1.016,-14.51,12.379
17.83,4.614,-5.539,10.153,0.738,-14.51,12.379
17.88,5.504,-4.518,10.022,0.914,-14.51,12.379
17.93,6.363,-3.523,9.886,0.79,-14.51,12.378
17.98,7.19,-2.481,9.671,0.992,-14.51,12.378
18.03,7.983,-1.396,9.379,1.016,-14.51,12.378
18.08,8.741,-0.278,9.019,1.016,-14.51,12.378
18.13,9.461,0.794,8.667,0.799,-14.51,12.378
18.18,10.144,1.826,8.318,0.781,-14.52,12.378
18.23,10.788,2.804,7.984,0.716,-14.52,12.378
18.28,11.393,3.788,7.604,0.861,-14.52,12.378
18.33,11.957,4.828,7.129,1.016,-14.52,12.378
18.38,12.481,5.781,6.7,0.62,-14.52,12.377
18.43,12.964,6.681,6.283,0.666,-14.52,12.377
18.48,13.406,7.62,5.786,0.908,-14.52,12.377
18.53,13.808,8.453,5.356,0.49,-14.52,12.377
18.58,14.17,9.236,4.934,0.593,-14.52,12.377
18.63,14.493,9.941,4.552,0.466,-14.52,12.377
18.68,14.777,10.636,4.141,0.626,-14.52,12.377
18.73,15.023,11.361,3.662,0.739,-14.52,12.377
18.78,15.233,12.07,3.162,0.622,-14.52,12.377
18.83,15.407,12.684,2.723,0.363,-14.52,12.377
18.88,15.547,13.315,2.232,0.648,-14.52,12.376
18.93,15.655,13.962,1.694,0.648,-14.53,12.376
18.98,15.733,14.54,1.193,0.407,-14.53,12.376
19.03,15.782,15.068,0.714,0.415,-14.53,12.376
19.08,15.805,15.475,0.33,0.16,-14.53,12.376
19.13,15.803,15.812,-0.009,0.233,-14.53,12.376
19.18,15.779,16.146,-0.367,0.391,-14.53,12.376
19.23,15.735,16.364,-0.629,0.26,-14.53,12.376
19.28,15.674,16.613,-0.939,0.412,-14.53,12.376
19.33,15.597,16.835,-1.237,0.253,-14.53,12.376
19.38,15.508,17.052,-1.544,0.306,-14.53,12.376
19.43,15.41,17.25,-1.841,0.254,-14.53,12.376
19.48,15.304,17.477,-2.173,0.39,-14.54,12.375
19.53,15.193,17.61,-2.416,0.267,-14.54,12.375
19.58,15.08,17.755,-2.675,0.296,-14.54,12.375
19.63,14.968,17.852,-2.884,0.185,-14.54,12.375
19.68,14.859,17.914,-3.055,0.176,-14.54,12.375
19.73,14.756,17.916,-3.16,0.277,-14.54,12.375
19.78,14.661,17.943,-3.282,0.238,-14.54,12.375
19.83,14.576,17.975,-3.399,0.199,-14.54,12.375
19.88,14.505,17.915,-3.41,0.4,-14.54,12.375
19.93,14.448,17.855,-3.407,0.178,-14.54,12.375
19.98,14.409,17.688,-3.279,0.508,-14.55,12.375
20.03,14.39,17.635,-3.246,0.392,-14.55,12.375
20.08,14.391,17.555,-3.164,0.258,-14.55,12.375
20.13,14.416,17.532,-3.116,0.277,-14.55,12.374
20.18,14.465,17.534,-3.068,0.22,-14.55,12.374
20.23,14.541,17.507,-2.966,0.225,-14.55,12.374
20.28,14.644,17.471,-2.827,0.187,-14.55,12.374
20.33,14.776,17.476,-2.7,0.259,-14.55,12.374
20.38,14.938,17.491,-2.554,0.193,-14.55,12.374
20.43,15.13,17.439,-2.309,0.336,-14.55,12.374
20.48,15.353,17.451,-2.098,0.318,-14.56,12.374
20.53,15.608,17.584,-1.975,0.535,-14.56,12.374
20.58,15.895,17.603,-1.708,0.395,-14.56,12.374
20.63,16.214,17.447,-1.233,0.664,-14.56,12.374
20.68,16.564,17.453,-0.889,0.543,-14.56,12.374
20.73,16.947,17.391,-0.445,0.346,-14.56,12.374
20.78,17.36,17.472,-0.113,0.55,-14.56,12.373
20.83,17.803,17.612,0.191,0.392,-14.56,12.373
20.88,18.276,17.643,0.633,0.377,-14.57,12.373
20.93,18.778,17.824,0.954,0.634,-14.57,12.373
20.98,19.307,18.107,1.2,0.593,-14.57,12.373
21.04,19.861,18.541,1.32,0.816,-14.57,12.373
21.09,20.44,18.832,1.607,0.279,-14.57,12.373
21.14,21.041,19.08,1.961,0.225,-14.57,12.373
21.19,21.663,19.449,2.214,0.697,-14.57,12.373
21.24,22.303,19.837,2.466,0.473,-14.57,12.373
21.29,22.96,20.087,2.873,0.3,-14.58,12.373
21.34,23.631,20.562,3.07,1.016,-14.58,12.372
21.39,24.315,20.998,3.317,0.367,-14.58,12.372
21.44,25.007,21.419,3.588,0.413,-14.58,12.372
21.49,25.707,21.914,3.793,0.671,-14.58,12.372
21.54,26.41,22.464,3.946,0.668,-14.58,12.372
21.59,27.115,23.154,3.961,0.964,-14.58,12.372
21.64,27.819,23.689,4.131,0.159,-14.59,12.372
21.69,28.52,24.345,4.175,0.897,-14.59,12.372
21.74,29.213,25.059,4.154,0.786,-14.59,12.372
21.79,29.897,25.724,4.173,0.503,-14.59,12.372
21.84,30.568,26.499,4.069,0.953,-14.59,12.371
21.89,31.225,27.187,4.038,0.425,-14.59,12.371
21.94,31.863,27.888,3.976,0.673,-14.59,12.371
21.99,32.482,28.54,3.942,0.491,-14.6,12.371
22.04,33.077,29.307,3.769,0.959,-14.6,12.371
22.09,33.646,29.977,3.669,0.388,-14.6,12.371
22.14,34.187,30.601,3.586,0.482,-14.6,12.371
22.19,34.697,31.269,3.429,0.72,-14.6,12.371
22.24,35.175,31.967,3.208,0.71,-14.6,12.371
22.29,35.618,32.636,2.981,0.55,-14.6,12.371
22.34,36.023,33.221,2.802,0.36,-14.61,12.37
22.39,36.39,33.907,2.484,0.867,-14.61,12.37
22.44,36.716,34.523,2.193,0.419,-14.61,12.37
22.49,37.0,35.15,1.85,0.613,-14.61,12.37
22.54,37.24,35.743,1.498,0.485,-14.61,12.37
22.59,37.436,36.351,1.084,0.613,-14.61,12.37
22.64,37.585,36.846,0.739,0.229,-14.62,12.37
22.69,37.688,37.367,0.321,0.575,-14.62,12.37
22.74,37.743,37.885,-0.142,0.506,-14.62,12.37
22.79,37.75,38.288,-0.538,0.16,-14.62,12.37
22.84,37.709,38.608,-0.9,0.182,-14.62,12.37
22.89,37.619,38.897,-1.278,0.279,-14.62,12.37
22.94,37.481,39.188,-1.707,0.359,-14.63,12.369
22.99,37.295,39.519,-2.224,0.475,-14.63,12.369
